pixelSizeMM;testType;part;trialNumInTest;blockNumber;trialInBlock;distanceMM;distancePix;widthMM;widthPix;cursorSizeMM;cursorSizePix;movementDirection;startPosX;startPosY;startCenterX;startCenterY;startWidthPix;startHeightPix;targetPosX;targetPosY;targetCenterX;targetCenterY;targetSideLengthPix;pressPointStartX;pressPointStartY;EucDistPressStartPix;EucDistPressStartMM;releasePointStartX;releasePointStartY;EucDistReleaseStartPix;EucDistReleaseStartMM;pressPointTargetX;pressPointTargetY;EucDistPressTargetPix;EucDistPressTargetMM;releasePointTargetX;releasePointTargetY;EucDistReleaseTargetPix;EucDistReleaseTargetMM;hit;trialStartTime;trialEndTime;trialTime
0.2309090909090909;Fitts;P3;1;1;1;109.91272727272727;476;20.08909090909091;87;25.0;108.26771653543308;left;578;470;598;534;40;128;79;491;122;534;86;597;528;6.082762;1.404565;597;528;6.082762;1.404565;116;535;6.082762;1.404565;116;535;6.082762;1.404565;1;1612967421932;1612967423295;1363
0.2309090909090909;Fitts;P3;2;1;2;109.91272727272727;476;7.158181818181818;31;25.0;108.26771653543308;left;1028;302;1048;366;40;128;557;351;572;366;30;1050;353;13.152946;3.037134;1050;353;13.152946;3.037134;566;362;7.211102;1.665109;566;362;7.211102;1.665109;1;1612967424572;1612967425579;1007
0.2309090909090909;Fitts;P3;3;1;3;109.91272727272727;476;7.158181818181818;31;25.0;108.26771653543308;right;703;509;723;573;40;128;1184;558;1199;573;30;722;582;9.055385;2.09097;722;582;9.055385;2.09097;1206;576;7.615773;1.758551;1206;576;7.615773;1.758551;1;1612967426608;1612967427655;1047
0.2309090909090909;Fitts;P3;4;1;4;150.0909090909091;650;4.849090909090909;21;25.0;108.26771653543308;left;991;243;1011;307;40;128;351;297;361;307;20;1015;305;4.472135;1.032656;1015;305;4.472135;1.032656;362;303;4.123105;0.952062;362;303;4.123105;0.952062;1;1612967428825;1612967429969;1144
0.2309090909090909;Fitts;P3;5;1;5;109.91272727272727;476;4.849090909090909;21;25.0;108.26771653543308;left;609;539;629;603;40;128;143;593;153;603;20;634;618;15.811388;3.650993;634;618;15.811388;3.650993;153;598;5.0;1.154545;153;599;4.0;0.923636;1;1612967431112;1612967432554;1442
0.2309090909090909;Fitts;P3;6;1;6;150.0909090909091;650;15.009090909090908;65;25.0;108.26771653543308;left;1123;301;1143;365;40;128;461;333;493;365;64;1138;348;17.720045;4.091719;1138;348;17.720045;4.091719;495;363;2.828427;0.653109;494;363;2.236067;0.516328;1;1612967433773;1612967434758;985
0.2309090909090909;Fitts;P3;7;1;7;109.91272727272727;476;9.929090909090908;43;25.0;108.26771653543308;right;192;463;212;527;40;128;667;506;688;527;42;200;535;14.422205;3.330218;200;535;14.422205;3.330218;696;536;12.041594;2.780513;696;536;12.041594;2.780513;1;1612967436186;1612967437109;923
0.2309090909090909;Fitts;P3;8;1;8;50.10727272727272;217;15.009090909090908;65;25.0;108.26771653543308;right;810;208;830;272;40;128;1015;240;1047;272;64;831;264;8.062257;1.861648;831;264;8.062257;1.861648;1055;270;8.246211;1.904125;1055;270;8.246211;1.904125;1;1612967438393;1612967439309;916
0.2309090909090909;Fitts;P3;9;1;9;150.0909090909091;650;7.158181818181818;31;25.0;108.26771653543308;left;1158;436;1178;500;40;128;513;485;528;500;30;1187;498;9.219544;2.128876;1187;498;9.219544;2.128876;529;505;5.099019;1.177409;528;505;5.0;1.154545;1;1612967440584;1612967441849;1265
0.2309090909090909;Fitts;P3;10;1;10;50.10727272727272;217;2.309090909090909;10;25.0;108.26771653543308;right;692;583;712;647;40;128;924;642;929;647;10;715;646;3.162277;0.730198;715;646;3.162277;0.730198;932;646;3.162277;0.730198;932;646;3.162277;0.730198;1;1612967443139;1612967444962;1823
